position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
Offense,57,69000.0,23,174,88,Yokohama F. Marinos,Nigeria
Midfield,51,950.0,21,173,70,Udinese Calcio,Dominican Republic
Offense,54,34000.0,24,183,77,SD Eibar,Colombia
Midfield,91,125000.0,19,176,74,Daegu FC,Brazil
Offense,71,52000.0,24,180,75,Adana Demirspor,South Africa
Midfield,87,45000.0,27,175,75,Hellas Verona,Australia
Defense,70,8000.0,26,184,75,F.C. København,Côte d'Ivoire
GoalKeeper,73,750.0,28,194,91,Academia Puerto Cabello,Trinidad and Tobago
Offense,84,59000.0,27,191,83,Cracovia,Central African Republic
GoalKeeper,93,88000.0,20,180,72,Damac FC,Brazil
Offense,52,64000.0,33,182,74,Inter,Algeria
Offense,80,36000.0,25,177,80,Real Sociedad,Italy
Midfield,91,150000.0,33,189,84,SD Huesca,Australia
Offense,62,48000.0,29,190,81,Cardiff City,Tunisia
GoalKeeper,54,61000.0,22,184,81,Club Atlético Independiente,Algeria
GoalKeeper,93,6000.0,19,173,64,Bruk-Bet Termalica Nieciecza,Finland
Offense,62,89000.0,25,183,78,Hellas Verona,France
GoalKeeper,57,64000.0,30,170,68,Newcastle United,Jamaica
Defense,58,89000.0,25,185,83,Türkgücü München,Bolivia
Defense,49,185000.0,22,173,59,APOEL Nicosia FC,Romania
Defense,84,700.0,20,188,77,FC Voluntari,Burundi
Defense,86,310000.0,28,194,82,AC Sparta Praha,Korea Republic
Offense,75,100000.0,30,179,73,AD Alcorcón,Iceland
GoalKeeper,78,290000.0,20,185,75,FC Vizela,Tunisia
Defense,93,31000.0,19,190,82,Club América,Mexico
GoalKeeper,66,260000.0,32,180,70,AJ Auxerre,Cameroon
Defense,82,320000.0,17,186,83,Chennaiyin FC,Brazil
Defense,58,140000.0,31,178,70,SD Huesca,Japan
GoalKeeper,91,165000.0,23,180,65,US Salernitana 1919,South Sudan
Defense,93,58000.0,19,183,80,Futebol Clube de Famalicão,Switzerland
GoalKeeper,73,9000.0,19,181,78,FC Schalke 04,Congo DR
GoalKeeper,55,150000.0,21,185,80,Pau FC,Mexico
Midfield,92,120000.0,27,175,67,FC Goa,Panama
Offense,62,61000.0,29,185,85,Port Vale,Bulgaria
Midfield,66,22000.0,19,187,82,Grasshopper Club Zürich,Uruguay
GoalKeeper,71,44000.0,24,188,83,Bruk-Bet Termalica Nieciecza,France
Midfield,79,12000.0,24,199,105,Yukatel Kayserispor,Azerbaijan
Offense,55,25000.0,18,187,71,SV Meppen,Northern Ireland
GoalKeeper,92,82000.0,29,174,73,CS Mioveni,Azerbaijan
Defense,58,74000.0,21,176,75,Kalmar FF,Netherlands
Offense,80,1000.0,24,178,68,Atlético Nacional,Cuba
Midfield,63,35000.0,21,178,70,Stade Brestois 29,England
Defense,66,27000.0,23,178,78,Club Atlético Colón,Moldova
Defense,91,38000.0,37,179,75,Burgos CF,Costa Rica
Offense,84,52000.0,21,180,62,Sparta Rotterdam,Kyrgyzstan
Offense,73,29000.0,26,178,65,Sport Club Corinthians Paulista,Suriname
Offense,79,87000.0,18,187,79,Plymouth Argyle,Norway
Offense,54,95000.0,23,197,62,Granada CF,Scotland
Midfield,87,145000.0,23,186,76,Chennaiyin FC,Montenegro
Midfield,73,16000.0,20,172,71,SK Sturm Graz,Republic of Ireland
GoalKeeper,84,65000.0,22,181,74,Hertha BSC,Albania
GoalKeeper,81,175000.0,21,179,66,Portland Timbers,Colombia
GoalKeeper,55,100000.0,26,192,80,1. FC Köln,Turkey
Defense,68,84000.0,26,189,81,FC Viktoria 1889 Berlin,South Africa
Defense,47,31000.0,20,173,68,Sarpsborg 08 FF,Saint Kitts and Nevis
GoalKeeper,64,155000.0,20,184,77,Shonan Bellmare,Gabon
Defense,47,175000.0,21,191,87,D.C. United,Senegal
Defense,88,800.0,38,178,80,AC Monza,Nigeria
Midfield,76,62000.0,19,181,80,FC Dallas,Haiti
GoalKeeper,47,63000.0,21,183,75,KV Mechelen,Guyana
Defense,81,81000.0,29,172,64,OGC Nice,Uzbekistan
GoalKeeper,49,62000.0,36,185,77,Blackburn Rovers,Russia
GoalKeeper,49,850.0,22,187,71,Club Atlético Peñarol,Kyrgyzstan
Defense,58,9000.0,28,180,77,Sport Club Corinthians Paulista,Gabon
Defense,76,110000.0,26,177,72,Örebro SK,Liberia
GoalKeeper,48,160000.0,32,181,72,St. Johnstone FC,Philippines
Defense,84,220000.0,19,188,82,Stade de Reims,Spain
Midfield,54,84000.0,26,183,70,Sport-Club Freiburg,England
Defense,86,80000.0,23,178,69,Campionii FC Arges,Germany
Midfield,65,11000.0,23,188,84,Willem II,Côte d'Ivoire
Defense,69,240000.0,23,185,80,Eintracht Braunschweig,Portugal
Offense,87,32000.0,19,180,73,Borussia Mönchengladbach,Gabon
Offense,47,95000.0,20,187,77,Gangwon FC,Brazil
GoalKeeper,69,22000.0,20,187,80,KSV Cercle Brugge,Tunisia
Offense,72,22000.0,18,180,77,12 de Octubre FC,Sudan
GoalKeeper,84,7000.0,20,174,76,Tranmere Rovers,Lithuania
Defense,60,11000.0,25,172,70,Go Ahead Eagles,Niger
Defense,87,55000.0,22,179,70,Doncaster Rovers,Ghana
Midfield,47,320000.0,37,188,83,Antalyaspor,Switzerland
Midfield,76,500.0,25,180,76,Leicester City,Switzerland
GoalKeeper,80,42000.0,18,182,80,CD Antofagasta,Luxembourg
Midfield,68,2000.0,22,177,80,Flamengo,Montserrat
Midfield,59,46000.0,32,178,79,Górnik Zabrze,Curacao
Midfield,54,38000.0,30,175,75,Argentinos Juniors,Albania
Offense,79,650.0,31,177,77,Yokohama F. Marinos,Thailand
GoalKeeper,57,850.0,21,192,85,Olympique Lyonnais,Romania
Defense,54,54000.0,21,172,65,PFC CSKA Moscow,South Sudan
Midfield,71,22000.0,35,183,75,Getafe CF,Scotland
Offense,82,15000.0,27,186,79,Viborg FF,Northern Ireland
GoalKeeper,67,83000.0,24,185,78,FC Academica Clinceni,Mexico
Midfield,57,88000.0,28,173,68,Daegu FC,Germany
GoalKeeper,59,82000.0,21,188,78,Santos Laguna,Malawi
Midfield,91,220000.0,33,177,72,Blackburn Rovers,Republic of Ireland
Offense,83,80000.0,22,183,75,FC Lorient,Lithuania
Defense,82,160000.0,35,185,83,SV Meppen,Dominican Republic
Midfield,53,10000.0,22,193,75,Hibernian,Comoros
Midfield,87,78000.0,32,178,73,Al Faisaly,Panama
Midfield,53,950.0,27,180,101,Chamois Niortais Football Club,Greece
Midfield,81,45000.0,21,185,78,Shamrock Rovers,Finland
Midfield,79,48000.0,28,179,70,FC Red Bull Salzburg,Argentina
Offense,61,25000.0,33,181,73,Varbergs BoIS FC,Latvia
Defense,72,86000.0,17,184,77,AC Sparta Praha,Panama
Offense,49,67000.0,24,168,69,Real Sociedad,Faroe Islands
Midfield,54,82000.0,25,177,75,Real Sociedad,Guam
Defense,60,28000.0,26,175,71,Drogheda United,Paraguay
GoalKeeper,53,58000.0,30,185,76,Ceará Sporting Club,Georgia
Defense,57,65000.0,21,172,78,Club Atlético Colón,Central African Republic
GoalKeeper,65,41000.0,26,181,75,FSV Zwickau,Montserrat
Defense,69,10000.0,23,191,83,SL Benfica,Libya
Defense,76,56000.0,34,187,78,Tokushima Vortis,Bulgaria
Midfield,51,950.0,32,179,70,KV Oostende,New Zealand
Midfield,59,195000.0,27,185,76,Club Atlas,Burundi
Midfield,60,71000.0,32,189,86,Club Atlético Central Córdoba,Poland
GoalKeeper,83,900.0,26,185,80,SV Werder Bremen,Indonesia
Offense,70,11000.0,22,184,75,KRC Genk,Montenegro
GoalKeeper,68,71000.0,20,184,82,Leeds United,Suriname
Offense,75,150000.0,21,177,65,Odds BK,Kazakhstan
Offense,58,9000.0,21,192,80,Clube Sport Marítimo,Morocco
Midfield,78,45000.0,17,180,73,CF Fuenlabrada,England
Midfield,92,195000.0,30,181,104,Rochdale,Armenia
Defense,86,180000.0,36,179,64,Milton Keynes Dons,Bosnia and Herzegovina
Defense,88,53000.0,22,180,70,Accrington Stanley,Congo
Defense,47,36000.0,24,165,100,CD Lugo,Wales
Offense,70,95000.0,24,186,78,Aston Villa,Georgia
GoalKeeper,61,88000.0,25,178,71,Olympiacos CFP,Israel
Offense,56,95000.0,28,183,77,Club Atlético Nacional Potosí,Paraguay
Midfield,86,27000.0,28,185,80,Spezia,Switzerland
Midfield,91,13000.0,21,170,107,AEK Athens,Romania
GoalKeeper,80,100000.0,19,170,60,Grêmio,Switzerland
Defense,47,95000.0,31,183,75,Benevento,Germany
GoalKeeper,87,6000.0,26,187,85,Real Salt Lake,Turkey
Defense,71,165000.0,25,191,80,SC Bastia,Haiti
Defense,84,240000.0,23,174,103,Ajax,Mauritius
Midfield,89,290000.0,29,171,63,Dijon FCO,Argentina
Defense,47,45000.0,23,184,86,Vitesse,Poland
GoalKeeper,47,71000.0,24,177,63,Vitória de Guimarães,Burundi
Defense,76,58000.0,33,182,75,Cuiabá,France
Offense,70,32000.0,25,181,79,FC Twente,Germany
GoalKeeper,71,42000.0,26,180,75,Lech Poznań,Argentina
Midfield,64,150000.0,30,175,70,FC Farul Constanța,Republic of Ireland
Defense,77,210000.0,36,175,60,Crotone,Iraq
Midfield,82,42000.0,26,175,70,Rodez Aveyron Football,England
Offense,63,95000.0,35,184,81,Deportivo Alavés,Thailand
Offense,73,55000.0,28,179,71,FC St. Pauli,Montenegro
Defense,91,19000.0,21,188,83,TSV 1860 München,United States
GoalKeeper,59,70000.0,22,182,77,RC Strasbourg Alsace,Côte d'Ivoire
Defense,69,56000.0,25,176,69,Shanghai Port FC,Curacao
Offense,91,34000.0,24,188,98,TSV Egger Glas Hartberg,Zambia
GoalKeeper,86,24000.0,26,177,75,Roma,Paraguay
Midfield,85,49000.0,21,178,72,Club Deportes Tolima,Spain
GoalKeeper,71,10000.0,26,180,77,Odisha FC,Russia
Midfield,68,28000.0,21,186,82,Jeonbuk Hyundai Motors,Morocco
GoalKeeper,49,27000.0,19,164,61,Salford City,Mozambique
GoalKeeper,63,56000.0,20,190,88,Argentinos Juniors,Kosovo
Defense,79,210000.0,32,173,63,Montevideo City Torque,Guinea Bissau
GoalKeeper,54,115000.0,21,184,73,12 de Octubre FC,Netherlands
Defense,68,110000.0,24,178,66,SD Amorebieta,Brazil
GoalKeeper,70,87000.0,23,188,82,AFC Chindia Târgoviște,Russia
Midfield,75,135000.0,22,180,77,Shimizu S-Pulse,Comoros
GoalKeeper,63,62000.0,19,187,85,İstanbul Başakşehir FK,Afghanistan
Offense,64,29000.0,36,181,79,Milton Keynes Dons,India
Defense,89,320000.0,30,189,84,Shrewsbury Town,Scotland
Midfield,69,85000.0,21,183,76,Wigan Athletic,Germany
Midfield,78,35000.0,25,180,70,Górnik Łęczna,England
Offense,48,21000.0,27,188,86,FC Cincinnati,Northern Ireland
Offense,49,36000.0,32,177,71,Club Atlético Huracán,Spain
Defense,54,47000.0,24,177,72,Parma,Moldova
Defense,61,220000.0,18,177,68,Ettifaq FC,France
GoalKeeper,49,9000.0,22,187,98,Universidad Técnica de Cajamarca,Morocco
Defense,55,7000.0,32,174,74,Málaga CF,Grenada
Offense,91,34000.0,23,186,82,Wellington Phoenix,Gibraltar
Offense,52,54000.0,20,180,69,Valencia CF,New Zealand
Midfield,81,53000.0,26,177,81,Abha Club,Switzerland
GoalKeeper,49,21000.0,23,185,81,Al Batin,Mauritania
Defense,58,59000.0,25,178,66,Vitória de Guimarães,Scotland
Offense,71,56000.0,35,175,68,Lazio,India
GoalKeeper,66,24000.0,20,180,70,Mjällby AIF,Uruguay
Defense,82,27000.0,22,180,73,Rapid București,Chinese Taipei
Offense,56,120000.0,29,180,78,Cheltenham Town,India
Defense,68,57000.0,20,180,68,Cerro Largo Fútbol Club,Netherlands
Offense,64,86000.0,29,193,84,Bohemian FC,United Arab Emirates
Defense,63,165000.0,21,184,82,ESTAC Troyes,Gabon
GoalKeeper,80,30000.0,22,189,83,F.C. København,Palestine
Defense,55,1000.0,29,187,78,Aragua Fútbol Club,Guatemala
GoalKeeper,59,165000.0,23,191,78,BSC Young Boys,Japan
Defense,59,36000.0,24,189,83,GZT Giresunspor,Madagascar
Offense,73,185000.0,23,190,68,Shonan Bellmare,Romania
Offense,92,1000.0,24,182,79,U.C. Sampdoria,United States
Offense,64,250000.0,20,192,85,FC U Craiova 1948,Haiti
Offense,79,44000.0,30,164,64,Fútbol Club Juárez,Sudan
Defense,86,15000.0,23,173,77,FC Basel 1893,Egypt
Midfield,73,350000.0,20,187,81,D.C. United,South Sudan
Offense,49,17000.0,19,182,75,WSG Tirol,Brazil
Midfield,52,35000.0,27,186,80,Örebro SK,Palestine
Defense,69,12000.0,28,178,72,Wrexham AFC,United States
Offense,84,130000.0,20,183,75,Manchester City,New Zealand
Offense,75,145000.0,20,184,80,Real Salt Lake,Kenya
GoalKeeper,55,200000.0,29,189,79,Bolton Wanderers,Kyrgyzstan
Offense,55,54000.0,26,183,74,Leyton Orient,Bosnia and Herzegovina
Defense,70,36000.0,22,177,77,Piast Gliwice,Korea Republic
Offense,70,250000.0,27,190,88,Club Atlético Banfield,Slovakia
Defense,92,39000.0,21,187,82,UD Ibiza,Congo
GoalKeeper,67,73000.0,26,175,73,Demir Grup Sivasspor,Puerto Rico
Defense,68,36000.0,27,185,75,AC Ajaccio,Benin
Offense,68,260000.0,25,179,71,Carlos A. Mannucci,Lithuania
Defense,61,160000.0,25,188,78,Leyton Orient,England
GoalKeeper,47,13000.0,26,173,65,Kawasaki Frontale,Kyrgyzstan
GoalKeeper,71,1000.0,32,187,79,AS Nancy Lorraine,Paraguay
Offense,73,59000.0,24,174,75,Portimonense SC,Peru
Offense,56,200000.0,19,182,75,AFC Bournemouth,Colombia
GoalKeeper,86,74000.0,21,185,79,Yeni Malatyaspor,Switzerland
GoalKeeper,63,53000.0,20,186,75,Club Athletico Paranaense,Belize
Defense,49,31000.0,20,190,82,Academia Puerto Cabello,Korea Republic
Midfield,58,79000.0,23,170,68,FK Bodø/Glimt,Argentina
GoalKeeper,73,28000.0,27,186,79,Burnley,Uganda
Offense,50,45000.0,23,189,88,AS Saint-Étienne,Georgia
GoalKeeper,86,270000.0,24,184,81,Celtic,Germany
Offense,64,165000.0,20,180,75,Fluminense,Jordan
GoalKeeper,83,82000.0,21,170,65,SC Bastia,Zimbabwe
Defense,82,115000.0,21,177,75,Atlanta United,France
Midfield,62,270000.0,31,184,73,Swindon Town,Germany
GoalKeeper,56,49000.0,32,168,75,Vegalta Sendai,Bosnia and Herzegovina
Defense,73,22000.0,18,175,66,Longford Town,El Salvador
Midfield,79,24000.0,26,180,74,Chongqing Liangjiang Athletic,Haiti
Offense,61,95000.0,32,168,62,Bristol City,Kazakhstan
Offense,56,38000.0,30,184,78,Celtic,Kosovo
Midfield,67,54000.0,22,185,85,RSC Anderlecht,Greece
Defense,86,71000.0,27,171,64,Seongnam FC,Cape Verde Islands
Offense,70,22000.0,31,177,74,AS Monaco,Finland
GoalKeeper,49,42000.0,27,189,80,Stoke City,Israel
Defense,50,81000.0,20,191,80,Luton Town,Germany
Offense,86,550.0,23,179,76,Stade Malherbe Caen,Kazakhstan
Defense,50,16000.0,27,178,72,BK Häcken,Indonesia
Offense,89,13000.0,21,184,79,Çaykur Rizespor,Luxembourg
GoalKeeper,79,34000.0,33,181,73,Al Raed,England
Midfield,67,59000.0,20,183,73,Doncaster Rovers,Romania
Defense,65,270000.0,25,177,72,Club Athletico Paranaense,Venezuela
Defense,55,88000.0,25,183,75,Jagiellonia Białystok,North Macedonia
Defense,60,50000.0,24,176,68,Salford City,England
Defense,83,25000.0,30,180,67,Everton,Germany
Midfield,85,95000.0,23,184,69,Shenzhen FC,Netherlands
Offense,68,87000.0,23,179,70,Ulsan Hyundai FC,Belize
Midfield,50,135000.0,26,183,75,Jeonbuk Hyundai Motors,Albania
GoalKeeper,91,200000.0,29,166,60,Hajduk Split,Trinidad and Tobago
GoalKeeper,60,900.0,27,192,80,Vålerenga Fotball,Australia
GoalKeeper,93,14000.0,18,178,73,Al Nassr,Argentina
GoalKeeper,93,65000.0,22,188,82,Odds BK,Slovenia
Midfield,52,18000.0,35,179,72,Beijing Guoan FC,France
GoalKeeper,65,73000.0,27,182,75,Oud-Heverlee Leuven,Thailand
GoalKeeper,57,51000.0,21,171,93,Bristol Rovers,Congo
GoalKeeper,47,210000.0,33,189,83,SC Rheindorf Altach,Greece
Offense,86,59000.0,26,172,67,Newport County,Czech Republic
Midfield,75,72000.0,24,180,68,Gallos Blancos de Querétaro,Nigeria
GoalKeeper,93,51000.0,31,175,65,Bahia,Austria
GoalKeeper,61,45000.0,20,176,69,Viktoria Köln,Vietnam
Offense,69,88000.0,20,191,85,Universidad Técnica de Cajamarca,Belarus
Defense,52,6000.0,25,174,76,FC Paços de Ferreira,Montserrat
Midfield,63,750.0,24,188,99,Rotherham United,Montenegro
GoalKeeper,92,85000.0,26,179,80,FC Voluntari,Philippines
Offense,80,23000.0,23,189,80,SC Freiburg II,Romania
Offense,85,66000.0,24,182,73,Milton Keynes Dons,Indonesia
GoalKeeper,77,145000.0,21,177,70,BK Häcken,Spain
GoalKeeper,77,950.0,21,190,78,Junior FC,Slovenia
GoalKeeper,57,130000.0,30,177,74,Malmö FF,Algeria
Offense,63,48000.0,26,179,67,Spartak Moskva,Sweden
GoalKeeper,47,82000.0,29,169,66,Derby County,Malawi
Offense,71,33000.0,31,170,68,Club Atlético de San Luis,France
Midfield,52,49000.0,18,180,74,Cuiabá,Bermuda
Offense,81,77000.0,24,173,71,Sarpsborg 08 FF,Turkey
GoalKeeper,91,170000.0,37,184,80,Lech Poznań,Argentina
GoalKeeper,84,39000.0,24,190,83,SC Cambuur,Grenada
GoalKeeper,86,4000.0,24,190,81,Lazio,Costa Rica
Offense,58,56000.0,30,178,72,U.S. Sassuolo Calcio,Germany
Offense,62,76000.0,22,184,74,1. FC Union Berlin,Malawi
Offense,64,9000.0,25,181,72,New York Red Bulls,Chile
Midfield,59,73000.0,18,180,73,Futebol Clube de Famalicão,Scotland
Offense,56,26000.0,24,176,61,Demir Grup Sivasspor,Kenya
Offense,71,650.0,21,180,73,Antalyaspor,Greece
GoalKeeper,65,21000.0,19,173,72,Servette FC,Tunisia
Midfield,91,75000.0,33,176,80,SL Benfica,United States
Defense,61,24000.0,17,189,77,Angers SCO,Turkey
GoalKeeper,86,74000.0,23,177,70,US Salernitana 1919,France
Defense,79,170000.0,29,178,67,Randers FC,Scotland
Midfield,50,80000.0,23,181,95,Guangzhou FC,Israel
Offense,67,39000.0,30,172,64,Reading,Japan
GoalKeeper,87,65000.0,22,185,79,Fortaleza,Ukraine
Midfield,86,64000.0,17,188,76,TSG Hoffenheim,Germany
GoalKeeper,80,90000.0,31,181,81,Crystal Palace,Bermuda
GoalKeeper,74,88000.0,28,181,70,VfL Bochum 1848,Cameroon
GoalKeeper,76,26000.0,25,185,74,BK Häcken,Palestine
GoalKeeper,63,190000.0,31,190,83,Club Atlético Huracán,Sierra Leone
GoalKeeper,50,210000.0,33,174,70,IF Elfsborg,Italy
Midfield,81,270000.0,23,184,87,CFR Cluj,Cuba
Midfield,80,2000.0,22,174,103,AFC Wimbledon,Curacao
Defense,48,54000.0,23,175,70,Club Atlético Huracán,Jamaica
Offense,69,12000.0,22,189,85,BSC Young Boys,France
Midfield,85,79000.0,22,188,86,Wisła Płock,Spain
Defense,53,25000.0,24,190,83,Middlesbrough,Mali
GoalKeeper,69,69000.0,23,187,102,Colchester United,Belize
Midfield,52,46000.0,19,175,72,San Lorenzo de Almagro,Ecuador
Midfield,65,60000.0,20,191,81,Heracles Almelo,Scotland
Offense,59,53000.0,23,183,70,Yukatel Kayserispor,Slovakia
Midfield,66,83000.0,31,188,81,Gangwon FC,Zimbabwe
Defense,76,47000.0,24,185,70,Sport Club Corinthians Paulista,Belgium
Defense,62,50000.0,21,180,75,Mjällby AIF,Venezuela
Offense,90,12000.0,33,168,62,Halmstads BK,Ecuador
GoalKeeper,48,165000.0,20,176,70,SK Rapid Wien,Australia
Defense,72,160000.0,16,197,92,AFC Bournemouth,Saint Lucia
Defense,84,110000.0,23,180,81,FC Girondins de Bordeaux,Iraq
Midfield,67,58000.0,29,179,91,Bolton Wanderers,United States
Offense,79,72000.0,22,173,64,Shonan Bellmare,Luxembourg
Defense,88,40000.0,30,184,84,América de Cali,Chad
Defense,57,200000.0,21,189,83,SK Sturm Graz,Brazil
Defense,67,51000.0,20,172,67,Salford City,Venezuela
Offense,49,29000.0,27,181,80,Kawasaki Frontale,Cape Verde Islands
GoalKeeper,90,82000.0,26,176,73,Internacional,China PR
Offense,83,115000.0,18,196,110,Orlando Pirates,Thailand
Midfield,79,80000.0,23,174,75,Metropolitanos de Caracas FC,Comoros
Defense,69,6000.0,20,178,75,En Avant de Guingamp,Republic of Ireland
Defense,78,21000.0,19,182,77,SK Slavia Praha,Saint Kitts and Nevis
Midfield,74,29000.0,26,180,78,Damac FC,Cyprus
Offense,51,43000.0,23,170,66,FC Red Bull Salzburg,Croatia
Midfield,79,7000.0,27,175,69,Vitória de Guimarães,Peru
Defense,66,37000.0,24,183,70,Al Ahli,Equatorial Guinea
Defense,52,24000.0,20,189,88,Club The Strongest,Korea Republic
Defense,90,59000.0,33,183,72,SV Zulte Waregem,Czech Republic
GoalKeeper,64,46000.0,28,179,73,Austin FC,Albania
GoalKeeper,92,6000.0,20,191,82,GwangJu FC,Georgia
Defense,48,2000.0,21,190,85,Abha Club,Korea Republic
Midfield,82,77000.0,27,183,72,Sport Huancayo,Thailand
Offense,57,290000.0,35,186,68,Sporting CP,Panama
Midfield,55,81000.0,22,178,72,Lincoln City,Greece
Defense,60,33000.0,21,187,83,Preston North End,Denmark
Midfield,77,42000.0,25,171,63,Demir Grup Sivasspor,Eritrea
Midfield,47,57000.0,33,179,72,Sheffield United,Kyrgyzstan
Offense,72,11000.0,26,185,76,Club Atlético Nacional Potosí,Cape Verde Islands
GoalKeeper,78,18000.0,30,188,81,Independiente del Valle,Italy
Defense,81,24000.0,21,164,98,Lecce,Northern Ireland
Offense,87,53000.0,32,174,65,Club Olimpia,England
Midfield,73,175000.0,20,186,80,Yokohama FC,Barbados
GoalKeeper,76,61000.0,31,179,68,Lechia Gdańsk,Saudi Arabia
Defense,51,85000.0,21,179,67,Newell's Old Boys,Comoros
Midfield,84,700.0,29,178,82,Hartlepool United,Hungary
Defense,86,200000.0,20,184,77,Boca Juniors,China PR
Defense,69,84000.0,26,188,78,Qingdao FC,Lithuania
Midfield,57,55000.0,23,167,59,Shandong Taishan,Jordan
GoalKeeper,73,145000.0,22,185,80,Bologna,Madagascar
Offense,57,1000.0,40,179,67,Oita Trinita,Finland
Offense,58,240000.0,30,192,85,Borussia Mönchengladbach,Australia
GoalKeeper,51,52000.0,22,182,101,Hertha BSC,Cameroon
Midfield,59,230000.0,23,171,69,Barcelona Sporting Club,Guinea Bissau
Offense,78,32000.0,21,178,90,Real Zaragoza,Lithuania
Defense,80,165000.0,32,183,74,Odense Boldklub,Ethiopia
Midfield,62,79000.0,27,187,89,Wycombe Wanderers,Curacao
Offense,67,60000.0,22,192,90,Sint-Truidense VV,Finland
Defense,75,13000.0,20,181,76,Carlisle United,Switzerland
GoalKeeper,58,25000.0,32,185,81,Club Atlético Colón,Romania
Midfield,81,44000.0,17,182,80,Al Batin,Iraq
Offense,83,7000.0,29,187,84,Club Atlético Colón,Wales
Midfield,54,600.0,19,183,76,SK Brann,Netherlands
Defense,71,78000.0,25,180,74,Club Atlético Sarmiento,Mali
Midfield,69,51000.0,23,188,78,Shenzhen FC,Puerto Rico
GoalKeeper,68,95000.0,22,183,70,Junior FC,Bulgaria
Offense,54,17000.0,27,176,80,Guayaquil City FC,El Salvador
Defense,75,19000.0,30,185,73,Çaykur Rizespor,Saint Kitts and Nevis
Offense,47,34000.0,20,183,75,VfL Bochum 1848,Romania
GoalKeeper,82,900.0,17,172,70,Odds BK,Saint Kitts and Nevis
Offense,79,220000.0,29,185,77,AS Saint-Étienne,Argentina
Midfield,64,36000.0,28,173,71,Houston Dynamo,Thailand
Defense,66,37000.0,20,190,82,Torino F.C.,Central African Republic
Midfield,50,4000.0,22,180,75,D.C. United,Slovenia
GoalKeeper,81,48000.0,26,173,64,Leyton Orient,Libya
Midfield,73,23000.0,32,194,93,Clube Atlético Mineiro,Congo DR
Midfield,54,85000.0,21,180,75,SG Dynamo Dresden,Azerbaijan
Midfield,51,74000.0,20,172,70,Trabzonspor,Benin
Defense,80,550.0,23,181,66,Club Atlético Independiente,Estonia
Midfield,56,18000.0,19,188,80,Al Hazem,Ecuador
