position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
Offense,75,261683.27068328857,29,177,72,FBC Melgar,Brazil
Midfield,58,594.6299209594727,17,172,72,US Salernitana 1919,Turkey
Midfield,75,317.0418930053711,17,172,72,FBC Melgar,Brazil
Defense,75,1018.1065902709961,17,177,72,FBC Melgar,Chile
Midfield,52,269.69754791259766,23,181,66,FBC Melgar,Brazil
Midfield,52,276.3082733154297,22,181,72,Swansea City,Brazil
Midfield,61,1489.8329696655273,36,181,72,RC Celta de Vigo,United States
Midfield,66,1098.3406600952148,29,177,72,FBC Melgar,Brazil
Offense,75,179307.7004623413,29,177,72,FBC Melgar,Brazil
Midfield,71,273.8887634277344,36,172,72,Sheffield Wednesday,Cape Verde Islands
Midfield,61,437.9705581665039,29,172,83,Al Ittihad,Guinea Bissau
Midfield,71,263.85950469970703,23,172,72,Angers SCO,Guinea Bissau
Midfield,66,365.3618469238281,23,183,72,FBC Melgar,Guinea Bissau
Midfield,52,306.0292205810547,17,172,72,KV Oostende,Brazil
Offense,75,121040.2243232727,29,177,72,FBC Melgar,Brazil
Midfield,52,256.5229263305664,23,172,72,Angers SCO,Brazil
Offense,75,261980.55820465088,29,177,72,FBC Melgar,Brazil
Offense,75,17616.51417541504,29,177,72,FBC Melgar,Guinea Bissau
Offense,71,1503.3041763305664,29,180,72,Silkeborg IF,Côte d'Ivoire
Midfield,75,256.1717071533203,23,172,72,FBC Melgar,Brazil
Midfield,61,1100.073341369629,23,183,72,FBC Melgar,Guinea Bissau
Midfield,69,260.7687759399414,23,172,72,FBC Melgar,Brazil
Offense,75,10891.665954589844,29,177,72,FBC Melgar,Brazil
Offense,75,231626.1130065918,29,177,72,FBC Melgar,Brazil
Offense,75,40291.715965270996,29,177,72,FBC Melgar,Brazil
Midfield,69,289.05362701416016,23,172,72,Nottingham Forest,Cape Verde Islands
Offense,75,260302.12858581543,29,177,72,FBC Melgar,Brazil
Midfield,52,411.8710708618164,31,172,75,CD Mirandés,Brazil
Offense,75,256164.09545898438,29,177,72,FBC Melgar,Brazil
Midfield,71,1757.6571044921875,23,172,71,Al Ittihad,Brazil
Midfield,75,395.62133026123047,23,181,68,Chicago Fire Football Club,Brazil
Midfield,58,259.1219482421875,23,172,72,FBC Melgar,Brazil
GoalKeeper,69,919.3671722412109,29,188,66,Club Deportivo Guabirá,Brazil
Midfield,75,1231.163948059082,23,168,68,Sociedad Deportiva Aucas,Serbia
Midfield,61,646.0484085083008,23,172,73,FBC Melgar,Guinea Bissau
GoalKeeper,66,1352.779441833496,33,172,72,Chicago Fire Football Club,Serbia
Defense,75,1985.692008972168,29,181,72,KV Oostende,Brazil
Midfield,52,357.65843963623047,24,181,72,Chicago Fire Football Club,Guinea Bissau
Midfield,61,372.4798889160156,20,177,72,FBC Melgar,Brazil
Midfield,52,256.63999938964844,20,172,72,Nottingham Forest,Guinea Bissau
Midfield,75,2545.0904998779297,25,181,72,FC Voluntari,Guinea Bissau
Midfield,61,475.17637634277344,22,172,86,Angers SCO,Guinea Bissau
Midfield,71,266.48194122314453,23,172,72,KV Oostende,Wales
Offense,75,209393.52542877197,29,177,72,FBC Melgar,Brazil
Offense,75,121574.29991149902,29,177,72,FBC Melgar,Brazil
Offense,66,2255.896629333496,29,177,72,FBC Melgar,Brazil
Midfield,52,445.07299041748047,28,172,83,Sutton United,Ecuador
Midfield,58,517.1197509765625,23,172,72,Club Deportivo Guabirá,Brazil
Defense,68,979.6207733154297,23,172,72,Lazio,Wales
Midfield,75,367.67989349365234,29,181,66,US Salernitana 1919,Wales
Midfield,60,1770.9487991333008,23,181,72,US Salernitana 1919,Brazil
Midfield,71,273.7794952392578,17,181,72,KV Oostende,Guinea Bissau
Midfield,60,618.0757522583008,29,192,82,KV Oostende,Brazil
Midfield,71,281.2799758911133,23,172,64,Club Deportivo Guabirá,Brazil
Midfield,61,671.9527740478516,29,177,66,Angers SCO,Guinea Bissau
Midfield,66,714.3332214355469,29,176,67,FBC Melgar,Guinea Bissau
Offense,66,32133.191062927246,29,177,72,FBC Melgar,Brazil
Midfield,69,630.5869598388672,17,176,72,Angers SCO,Paraguay
Offense,75,1851.924331665039,23,172,72,Nottingham Forest,Brazil
Defense,75,2489.949089050293,29,177,72,FBC Melgar,Brazil
Midfield,61,324.9326171875,23,172,72,FBC Melgar,Brazil
Midfield,75,489.76367950439453,23,172,72,Lazio,Brazil
Midfield,75,333.7443161010742,25,179,72,FBC Melgar,Brazil
Midfield,61,692.9322662353516,17,172,72,FBC Melgar,Brazil
Midfield,75,5926.027763366699,29,172,72,FBC Melgar,Brazil
Midfield,52,267.8321838378906,17,172,72,SD Ponferradina,Brazil
Midfield,71,308.53458404541016,24,181,72,Grasshopper Club Zürich,Brazil
Defense,71,341.7208938598633,23,172,72,Pachuca,Vietnam
Midfield,71,296.7336196899414,23,172,72,KV Oostende,Brazil
Midfield,69,305.20970916748047,25,172,72,KV Oostende,United States
Midfield,75,2548.1656188964844,23,172,72,FBC Melgar,Brazil
Midfield,66,271.9375457763672,26,172,72,FBC Melgar,Brazil
Offense,75,4904.861907958984,29,177,72,FBC Melgar,Brazil
Midfield,58,259.28585052490234,23,172,72,FBC Melgar,Guinea Bissau
Defense,52,279.01656341552734,23,172,66,FBC Melgar,United States
Midfield,75,289.92777252197266,23,181,72,SD Ponferradina,Brazil
Midfield,75,273.2643737792969,23,172,64,FBC Melgar,Brazil
Midfield,75,292.1131362915039,26,172,72,KV Oostende,Brazil
Midfield,68,295.1648406982422,23,177,72,FBC Melgar,Brazil
Midfield,69,348.74527740478516,23,172,82,Chicago Fire Football Club,Brazil
Offense,75,48498.18618774414,29,177,72,FBC Melgar,Brazil
Offense,75,10207.163192749023,29,172,72,FBC Melgar,Brazil
Midfield,66,1247.3122253417969,29,192,72,Club Libertad,Guinea Bissau
Midfield,69,468.27687072753906,29,172,72,Club Deportivo Guabirá,Brazil
Midfield,48,292.214599609375,23,181,72,Amiens SC,Brazil
Midfield,66,1135.9445266723633,29,177,72,FBC Melgar,Brazil
Midfield,69,497.3344039916992,23,172,72,Chicago Fire Football Club,Guinea Bissau
Midfield,48,662.2279052734375,23,183,72,Shimizu S-Pulse,Brazil
Midfield,69,408.3979034423828,26,172,72,Willem II,Brazil
Midfield,52,279.8829040527344,23,172,72,KV Oostende,Cape Verde Islands
Midfield,75,280.14046478271484,26,181,72,FBC Melgar,Brazil
Midfield,75,275.5590057373047,23,172,72,FBC Melgar,Cameroon
Midfield,71,256.9756088256836,23,172,72,FBC Melgar,Brazil
Midfield,75,411.11399841308594,23,172,72,FBC Melgar,Brazil
Midfield,75,2826.7136459350586,29,172,72,FBC Melgar,Brazil
Offense,75,213172.49548339844,29,177,72,FBC Melgar,Brazil
Midfield,61,848.4911422729492,29,192,74,Nottingham Forest,Guinea Bissau
Offense,75,181501.01349258423,29,177,72,FBC Melgar,Brazil
Midfield,66,266.6614532470703,29,180,72,KV Oostende,Turkey
Midfield,75,1001.3027038574219,20,172,72,KV Oostende,Brazil
Midfield,66,293.0575256347656,23,172,72,CA Osasuna,Chile
Midfield,75,261.01072692871094,23,172,72,Nottingham Forest,Brazil
Midfield,69,257.748291015625,23,172,72,FBC Melgar,Brazil
Offense,75,2877.117500305176,23,172,72,KV Oostende,Brazil
Offense,75,207899.67319488525,29,177,72,FBC Melgar,Brazil
Midfield,75,271.4536437988281,23,172,66,FBC Melgar,Brazil
Midfield,75,285.18241119384766,29,183,66,FBC Melgar,Brazil
Midfield,66,275.1999816894531,23,172,72,KV Oostende,Brazil
Midfield,75,330.66919708251953,31,172,72,FBC Melgar,Brazil
Midfield,69,372.37842559814453,23,172,64,Walsall,Wales
Offense,75,17182.719467163086,29,177,72,FBC Melgar,Brazil
Midfield,61,364.1755065917969,19,177,72,Club Deportivo Guabirá,Brazil
Midfield,87,1207.7805557250977,20,172,72,St. Mirren,Brazil
Midfield,75,266.47413635253906,23,172,72,FBC Melgar,Brazil
Midfield,66,1042.9260787963867,23,181,72,FBC Melgar,Chile
Midfield,61,256.6009750366211,29,172,72,FBC Melgar,Brazil
Midfield,66,263.2897491455078,23,172,72,FBC Melgar,Brazil
Offense,75,19593.675216674805,27,177,72,FBC Melgar,Brazil
Midfield,52,295.50045013427734,23,172,72,FBC Melgar,Guinea Bissau
Offense,75,18517.47721862793,29,177,72,FBC Melgar,Brazil
Midfield,69,345.4594268798828,23,172,72,FBC Melgar,Brazil
Midfield,68,336.28089904785156,29,172,72,Bologna,United States
Offense,75,72480.33697509766,29,172,72,FBC Melgar,Brazil
Midfield,69,368.1169662475586,23,172,83,Nottingham Forest,Brazil
Midfield,75,5097.002212524414,29,177,72,FBC Melgar,Brazil
Offense,75,5281.41569519043,29,177,72,FBC Melgar,Brazil
Midfield,66,256.0780487060547,23,172,72,Chicago Fire Football Club,Brazil
Midfield,60,338.91114044189453,17,172,72,FBC Melgar,Cape Verde Islands
Offense,75,196180.42193222046,29,177,72,FBC Melgar,Brazil
Midfield,66,256.76487731933594,17,172,72,KV Oostende,Brazil
Midfield,75,302.1111755371094,23,181,72,KV Oostende,Guinea Bissau
Midfield,75,521.9821853637695,23,181,72,Unión de Santa Fe,Brazil
Midfield,52,278.0253448486328,17,172,72,Amiens SC,Brazil
Midfield,75,1101.938705444336,23,172,72,FBC Melgar,Brazil
Midfield,52,259.70731353759766,23,172,72,FBC Melgar,Guinea Bissau
Midfield,75,266.80194091796875,23,172,72,Chicago Fire Football Club,Brazil
Offense,75,3294.8029556274414,23,172,72,FBC Melgar,Brazil
Midfield,52,311.5706787109375,23,180,66,SD Ponferradina,Brazil
Offense,75,7921.647323608398,29,177,72,FBC Melgar,Brazil
Midfield,66,421.0652084350586,31,172,72,KV Oostende,Brazil
Midfield,75,2681.1059799194336,29,177,72,FBC Melgar,Guinea Bissau
Midfield,52,298.8097152709961,23,172,66,Club Deportivo Guabirá,Wales
Midfield,56,465.3500442504883,24,172,64,OGC Nice,Brazil
Midfield,52,262.9151153564453,23,172,72,US Salernitana 1919,Guinea Bissau
Defense,75,4031.590545654297,23,172,72,FBC Melgar,Brazil
Offense,75,40992.53871154785,23,177,72,FBC Melgar,Brazil
Midfield,52,271.2819366455078,23,172,72,Nottingham Forest,Brazil
Offense,75,5834.476631164551,29,172,75,FBC Melgar,Guinea Bissau
Midfield,52,389.0262145996094,23,172,72,Angers SCO,Brazil
Midfield,75,265.92779541015625,29,181,72,FBC Melgar,Syria
Offense,75,4048.1056518554688,29,177,72,FBC Melgar,Brazil
Midfield,71,393.0379180908203,25,172,72,Club Deportivo Guabirá,Brazil
Offense,75,7656.398796081543,29,172,72,FBC Melgar,Brazil
Offense,75,2116.064567565918,29,177,72,FBC Melgar,Brazil
Midfield,75,35548.45414733887,29,177,72,FBC Melgar,Brazil
Midfield,61,277.5570526123047,26,183,72,FBC Melgar,Brazil
Midfield,75,283.6994857788086,29,188,72,FBC Melgar,Brazil
Offense,66,1708.2912979125977,29,177,72,FBC Melgar,Brazil
Midfield,61,412.1910705566406,29,172,72,Heart of Midlothian,Germany
Midfield,56,544.5772857666016,17,172,68,IK Sirius,Cameroon
Offense,75,879.773063659668,29,172,72,FBC Melgar,Brazil
Offense,58,501.24464416503906,21,189,72,FBC Melgar,Brazil
Midfield,52,277.2760772705078,23,172,72,SD Ponferradina,Brazil
Defense,71,282.47412109375,23,172,72,FBC Melgar,Brazil
Midfield,56,372.37062072753906,23,177,66,Los Angeles FC,Chile
Defense,75,4037.2100524902344,29,177,72,FBC Melgar,Brazil
Offense,75,179464.18811798096,29,177,72,FBC Melgar,Brazil
Midfield,71,371.0437927246094,23,172,75,Los Angeles FC,Brazil
Midfield,52,270.0799865722656,23,172,72,FBC Melgar,Guinea Bissau
Offense,75,1556.7753448486328,29,172,72,FBC Melgar,Guinea Bissau
Midfield,66,308.9170227050781,30,172,72,FBC Melgar,Brazil
Offense,75,801.1624069213867,29,172,72,FBC Melgar,Guinea Bissau
Offense,75,54294.855781555176,29,177,72,FBC Melgar,Brazil
Midfield,75,263.8673095703125,23,172,72,Angers SCO,Brazil
Midfield,75,384.98329162597656,23,177,72,FBC Melgar,Brazil
Midfield,52,508.62024688720703,23,172,72,FBC Melgar,Brazil
Offense,75,25509.1739654541,29,177,72,FBC Melgar,Brazil
Midfield,66,338.77845764160156,23,181,72,KV Oostende,Guinea Bissau
Midfield,66,340.79991912841797,17,172,82,Nottingham Forest,Guinea Bissau
Midfield,61,355.1999053955078,29,172,72,KV Oostende,Guinea Bissau
Midfield,69,284.1521682739258,23,172,72,FBC Melgar,Guinea Bissau
Midfield,71,288.71021270751953,29,180,72,KV Oostende,Guinea Bissau
Offense,75,87183.43319702148,29,177,72,FBC Melgar,Brazil
Midfield,75,350.0799102783203,23,172,72,FBC Melgar,Brazil
Offense,75,4061.100761413574,22,177,72,FBC Melgar,Brazil
Offense,75,27262.77229309082,29,177,72,FBC Melgar,Brazil
Midfield,71,366.6106262207031,17,172,66,KV Oostende,Benin
Midfield,66,266.2087707519531,17,172,72,FBC Melgar,Guinea Bissau
Midfield,58,263.99999237060547,20,172,74,FBC Melgar,Brazil
Midfield,71,288.13265228271484,23,181,72,FBC Melgar,Brazil
Midfield,52,482.8017349243164,23,172,66,Chicago Fire Football Club,Wales
Midfield,52,528.8426666259766,29,183,72,KV Oostende,United States
Offense,75,4710.216239929199,29,177,72,FBC Melgar,Brazil
Offense,75,143700.67881011963,29,177,72,FBC Melgar,Brazil
Midfield,52,1039.1251068115234,25,175,72,Shandong Taishan,Paraguay
Defense,75,2592.9421615600586,29,172,72,FBC Melgar,Brazil
Offense,75,216915.75825500488,29,177,72,FBC Melgar,Brazil
Midfield,75,436.5500717163086,23,172,66,FBC Melgar,Guinea Bissau
Midfield,75,505.3265914916992,23,172,72,FBC Melgar,Brazil
Midfield,48,258.38048553466797,23,172,72,KV Oostende,Guinea Bissau
Midfield,60,280.8038787841797,23,177,72,FBC Melgar,Brazil
Offense,75,261743.1184310913,29,177,72,FBC Melgar,Brazil
Midfield,69,384.06231689453125,20,172,72,Club Deportivo Guabirá,Guinea Bissau
GoalKeeper,69,1687.0698547363281,23,172,65,Sheffield Wednesday,Guinea Bissau
Midfield,61,263.82828521728516,17,172,72,US Salernitana 1919,Guinea Bissau
Midfield,69,310.2750701904297,29,172,72,Chicago Fire Football Club,Brazil
Midfield,75,1962.2852020263672,29,172,72,Willem II,Brazil
Midfield,69,354.0603942871094,23,172,72,KV Oostende,Brazil
Midfield,52,273.5531539916992,17,172,72,CS Emelec,Brazil
Midfield,75,832.8657913208008,29,177,72,FBC Melgar,Brazil
Defense,74,1441.5286254882812,27,173,72,IK Sirius,Chile
Midfield,65,1199.3356857299805,17,181,66,Club Deportivo Guabirá,Wales
Offense,75,5940.981895446777,29,172,72,FBC Melgar,Brazil
Midfield,60,278.3843688964844,23,181,67,KV Oostende,Guinea Bissau
Offense,75,203253.05128479004,29,177,72,FBC Melgar,Brazil
GoalKeeper,52,340.9950408935547,20,172,72,Sheffield Wednesday,Brazil
Midfield,52,309.7755584716797,23,181,75,FBC Melgar,Brazil
Midfield,69,395.22328186035156,29,172,72,Chicago Fire Football Club,Guinea Bissau
Midfield,69,288.0155792236328,23,189,72,FBC Melgar,United States
Defense,48,965.4471282958984,23,172,72,FBC Melgar,Turkey
Midfield,71,314.44287109375,23,172,72,FBC Melgar,Brazil
Defense,52,762.4112243652344,24,172,105,SV Werder Bremen,Brazil
Offense,75,252394.31173706055,29,177,72,FBC Melgar,Brazil
Midfield,75,804.5263061523438,23,172,72,Hertha BSC,Cape Verde Islands
Midfield,50,341.1979675292969,29,172,66,KV Oostende,Brazil
Offense,75,244857.83502197266,29,177,72,FBC Melgar,Brazil
Midfield,71,256.33560943603516,23,181,72,FBC Melgar,Brazil
Offense,75,259917.81675720215,29,177,72,FBC Melgar,Brazil
Midfield,52,323.8087158203125,23,172,72,FBC Melgar,Guinea Bissau
Midfield,52,256.06243896484375,23,172,72,St. Mirren,Brazil
Midfield,75,335.68772888183594,17,172,72,FBC Melgar,Chile
Midfield,60,311.1023864746094,25,172,72,KV Oostende,Brazil
Offense,75,12052.187774658203,29,180,72,FBC Melgar,Brazil
Midfield,69,528.4446182250977,23,172,72,Chicago Fire Football Club,Namibia
Midfield,71,459.91004943847656,25,172,72,SD Ponferradina,Guinea Bissau
Defense,66,1273.5756149291992,29,177,68,FC Arouca,Brazil
Offense,75,253004.25457000732,29,177,72,FBC Melgar,Brazil
Midfield,75,1161.6771850585938,29,175,72,Heart of Midlothian,Brazil
Offense,75,232235.64218139648,29,177,72,FBC Melgar,Brazil
Midfield,66,1361.4740676879883,29,172,72,SD Ponferradina,Brazil
GoalKeeper,66,400.5852279663086,29,172,72,Suwon Samsung Bluewings,Brazil
Midfield,62,460.2300491333008,29,181,72,KV Oostende,Ecuador
Midfield,52,345.3423538208008,29,192,72,FBC Melgar,United States
Offense,75,43467.80659484863,29,177,72,FBC Melgar,Brazil
Offense,75,2322.5736389160156,29,172,72,FBC Melgar,Brazil
Offense,75,8424.280990600586,23,177,72,FBC Melgar,Brazil
Midfield,66,758.9146423339844,31,172,64,FBC Melgar,Guinea Bissau
Defense,69,306.44287872314453,23,172,72,Longford Town,Brazil
Offense,75,1188.440086364746,29,172,72,FBC Melgar,Brazil
Midfield,75,277.7833938598633,23,181,72,Nottingham Forest,Brazil
Midfield,71,323.69944763183594,17,172,64,Sheffield Wednesday,Wales
Midfield,71,654.5010833740234,29,172,72,Angers SCO,Brazil
Offense,75,121266.0602054596,29,177,72,FBC Melgar,Brazil
Midfield,52,295.02435302734375,23,172,72,KV Oostende,Guinea Bissau
Midfield,55,419.48081970214844,23,172,72,FBC Melgar,Turkey
GoalKeeper,52,459.0983428955078,36,177,64,FBC Melgar,Brazil
Defense,66,745.7322158813477,25,172,72,FBC Melgar,Brazil
Midfield,71,822.8443374633789,36,168,72,Club Deportivo Guabirá,Brazil
Midfield,66,522.2709655761719,23,172,83,KV Oostende,Brazil
Midfield,75,12097.92431640625,29,172,72,FBC Melgar,Brazil
Midfield,66,3724.827911376953,20,196,72,Sheffield Wednesday,Brazil
Midfield,75,292.9872817993164,23,177,72,Angers SCO,Paraguay
Midfield,48,256.4058532714844,23,172,72,FBC Melgar,Brazil
Midfield,68,694.6649475097656,33,180,72,IK Sirius,New Zealand
Midfield,75,285.0419235229492,23,181,72,KV Oostende,Brazil
Midfield,71,272.92095947265625,23,181,72,FBC Melgar,Brazil
Defense,75,1587.9245834350586,29,172,72,FBC Melgar,Brazil
Defense,75,425.1861801147461,17,172,72,Club Deportivo Guabirá,Brazil
Midfield,71,260.9404830932617,23,181,72,KV Oostende,Brazil
Offense,75,4491.835960388184,29,172,72,FBC Melgar,Brazil
Offense,75,251452.1858062744,29,177,72,FBC Melgar,Brazil
Midfield,71,330.8330993652344,23,172,72,Chicago Fire Football Club,Brazil
Offense,70,550.3606948852539,29,172,72,KV Oostende,Gambia
Midfield,71,284.1521682739258,23,181,72,KV Oostende,Brazil
Midfield,75,2325.9765625,29,177,72,FBC Melgar,Brazil
Midfield,66,537.357780456543,23,172,72,FBC Melgar,Brazil
Midfield,61,301.82239532470703,23,172,72,FBC Melgar,Turkey
Defense,75,290.1931381225586,29,172,72,FBC Melgar,Brazil
Midfield,75,1037.3143768310547,29,177,72,FBC Melgar,Brazil
Defense,66,2153.9884338378906,23,172,72,Nottingham Forest,Brazil
Midfield,75,299.76971435546875,23,172,72,SD Ponferradina,Brazil
Midfield,75,1646.6016006469727,29,172,72,FBC Melgar,Brazil
Defense,66,887.0550079345703,29,177,72,FBC Melgar,Brazil
Offense,69,5251.195236206055,29,177,72,FBC Melgar,Brazil
Midfield,52,257.63902282714844,23,172,72,FBC Melgar,Brazil
Midfield,71,277.49461364746094,23,172,75,FBC Melgar,Brazil
Midfield,52,369.4828186035156,29,172,65,Swindon Town,Guinea Bissau
Midfield,65,279.43802642822266,22,172,72,RB Bragantino,Guinea Bissau
Midfield,71,766.7195129394531,23,172,66,Sarpsborg 08 FF,Paraguay
Midfield,68,543.2270431518555,23,181,60,Willem II,Wales
Midfield,66,257.3190231323242,23,181,72,FBC Melgar,Brazil
Midfield,56,959.8276214599609,23,192,72,Fenerbahçe SK,Brazil
Midfield,71,261.3931655883789,29,172,60,FBC Melgar,Brazil
Offense,60,345.2408905029297,23,172,72,Al Ittihad,Brazil
Midfield,61,328.84285736083984,23,193,72,St. Mirren,Guinea Bissau
Offense,75,75760.98945617676,29,177,72,FBC Melgar,Brazil
Midfield,69,552.7802047729492,23,172,72,FBC Melgar,Guinea Bissau
Offense,75,223439.38130187988,29,177,72,FBC Melgar,Brazil
Offense,75,251495.5652770996,29,177,72,FBC Melgar,Brazil
Midfield,52,666.6922912597656,36,172,72,FBC Melgar,Guinea Bissau
Offense,75,45804.99070739746,29,177,72,FBC Melgar,Brazil
Midfield,66,317.4711608886719,29,172,66,FC Voluntari,Guinea Bissau
Offense,75,19492.929946899414,29,172,72,FBC Melgar,Brazil
Midfield,66,314.7394561767578,23,172,83,Los Angeles FC,Wales
Midfield,69,307.3716583251953,23,172,72,FBC Melgar,Chile
Offense,75,95504.07696914673,29,177,72,FBC Melgar,Brazil
Defense,69,1952.2715530395508,23,172,72,FBC Melgar,Brazil
Offense,75,237818.7939300537,29,177,72,FBC Melgar,Brazil
Midfield,66,359.50819396972656,23,181,72,FBC Melgar,Cameroon
Midfield,71,1048.1553421020508,23,172,66,Hamburger SV,Cameroon
Offense,66,7811.294258117676,23,177,72,Nottingham Forest,Brazil
Midfield,52,372.3394012451172,23,181,66,Nottingham Forest,Brazil
Defense,71,264.23413848876953,23,181,82,Nottingham Forest,Brazil
Midfield,68,1354.8867568969727,23,177,72,FBC Melgar,Brazil
Midfield,69,1216.0693283081055,19,183,72,Chicago Fire Football Club,Jamaica
Offense,75,32728.975860595703,29,177,72,FBC Melgar,Brazil
Midfield,75,259.0985336303711,23,172,72,KV Oostende,Brazil
Midfield,66,257.0926818847656,23,172,66,KV Oostende,Brazil
Midfield,52,333.96285247802734,29,172,72,FBC Melgar,Brazil
Midfield,68,660.1127853393555,26,181,72,Chicago Fire Football Club,Serbia
Midfield,75,683.6912994384766,23,188,72,Sutton United,Brazil
Midfield,75,422.12667083740234,29,172,72,FBC Melgar,Brazil
Offense,75,58162.1145324707,29,177,72,FBC Melgar,Brazil
Offense,75,53231.449966430664,29,177,72,FBC Melgar,Brazil
Midfield,66,286.6887512207031,17,172,72,FBC Melgar,Guinea Bissau
Midfield,66,257.8029251098633,23,172,72,FBC Melgar,Brazil
Offense,75,175498.03775405884,29,177,72,FBC Melgar,Brazil
Offense,66,1490.8397979736328,29,172,72,FBC Melgar,Brazil
Midfield,68,320.7335968017578,29,172,72,FBC Melgar,Brazil
Midfield,69,334.9930953979492,23,172,72,FBC Melgar,Brazil
Offense,75,5861.575141906738,23,177,72,FBC Melgar,France
Offense,75,2232.3103103637695,29,177,72,FBC Melgar,Brazil
Midfield,66,270.9541320800781,23,172,72,FBC Melgar,Brazil
Midfield,51,419.5198440551758,22,172,70,Angers SCO,Wales
Defense,75,1143.5776901245117,23,178,84,Al Ittihad,Comoros
Midfield,75,310.0409240722656,29,172,72,FBC Melgar,Chile
Midfield,61,2073.4109497070312,23,172,72,Club Deportivo Guabirá,Guinea Bissau
Offense,75,51847.81031036377,23,177,72,FBC Melgar,Brazil
Offense,75,58669.1813659668,29,172,72,FBC Melgar,Brazil
Offense,75,7387.9034423828125,29,177,72,FBC Melgar,Brazil
Midfield,68,257.18634033203125,23,172,72,FBC Melgar,Guinea Bissau
Midfield,61,1101.322120666504,23,172,86,FBC Melgar,Brazil
Midfield,71,407.46131896972656,20,172,72,FBC Melgar,Brazil
Offense,75,783.2112045288086,29,177,72,FBC Melgar,Brazil
Midfield,66,416.33545684814453,25,172,65,FBC Melgar,Mauritius
Midfield,68,379.14524841308594,23,172,72,SD Ponferradina,Brazil
Offense,75,62230.340896606445,29,177,72,FBC Melgar,Brazil
Midfield,61,794.606315612793,20,181,72,FBC Melgar,Brazil
Offense,75,40539.66109466553,29,177,72,FBC Melgar,Brazil
Offense,75,183946.77116012573,29,177,72,FBC Melgar,Brazil
Midfield,52,395.3091354370117,17,188,66,FBC Melgar,Brazil
Midfield,52,625.2640380859375,23,172,72,Los Angeles FC,Gambia
Offense,75,16133.019004821777,29,172,72,FBC Melgar,Brazil
Offense,75,4043.1105346679688,29,177,72,FBC Melgar,Brazil
GoalKeeper,66,800.5146026611328,23,183,70,Club Deportivo Guabirá,Brazil
Midfield,69,284.8468017578125,25,172,72,FBC Melgar,Brazil
Offense,75,260.6517028808594,23,172,73,Chicago Fire Football Club,United States
Midfield,52,257.01463317871094,26,172,72,FBC Melgar,Guinea Bissau
Midfield,68,2450.2144927978516,20,188,84,Burgos CF,Hungary
Midfield,52,260.2224349975586,23,172,72,FBC Melgar,Wales
Offense,75,30838.480102539062,29,177,72,FBC Melgar,Brazil
Defense,52,257.53755950927734,23,172,72,Lazio,Brazil
Midfield,75,308.6672668457031,23,172,75,US Salernitana 1919,Brazil
Offense,75,6449.35994720459,23,172,72,FBC Melgar,Brazil
Midfield,48,257.3736572265625,17,172,72,FBC Melgar,Brazil
Midfield,75,296.81947326660156,29,172,72,FBC Melgar,Brazil
Offense,75,509.6817092895508,23,172,72,FBC Melgar,Brazil
